代码,名称,总市值
SH600525,长园集团,6985897100
SZ002280,*ST联络,6988650500
SZ000966,长源电力,6993272500
SZ300573,兴齐眼药,6996117100
SZ002276,万马股份,6999906300
SH600449,宁夏建材,7000570500
SZ002261,拓维信息,7000877300
SH600710,苏美达,7017244500
SZ300872,天阳科技,7034794400
SH600664,哈药股份,7044543800
SZ300788,中信出版,7045113600
SZ300397,天和防务,7051607700
SZ002079,苏州固锝,7058177700
SZ002637,赞宇科技,7065423000
SZ300203,聚光科技,7077372100
SZ300891,惠云钛业,7080000000
SZ002421,达实智能,7101881900
SZ300078,思创医惠,7103091700
SH603328,依顿电子,7108911400
SZ002267,陕天然气,7117282800
SZ300855,图南股份,7118000000
SH603358,华达科技,7118720000
SZ300816,艾可蓝,7129600000
SZ300715,凯伦股份,7134018600
SZ300386,飞天诚信,7148552400
SZ002378,章源钨业,7153056000
SH601900,南方传媒,7158053800
SZ002426,*ST胜利,7158356900
SZ300326,凯利泰,7164695500
SZ002645,华宏科技,7167107900
SH605368,蓝天燃气,7171881000
SH605123,派克新材,7179840000
SH688676,金盘科技,7181559000
SH603013,亚普股份,7188858500
SZ002798,帝欧家居,7190863900
SZ002082,万邦德,7202296000
SH600055,万东医疗,7209079900
SZ300598,诚迈科技,7216881800
SH600366,宁波韵升,7220530200
SZ002204,大连重工,7223323900
SH600894,广日股份,7223553900
SZ002488,金固股份,7223805900
SZ000006,深振业Ａ,7235973400
SH688299,长阳科技,7236581300
SH600033,福建高速,7245216000
SH601882,海天精工,7250580000
SZ002636,金安国纪,7258160000
SZ300401,花园生物,7262279600
SZ002042,华孚时尚,7262615200
SZ002640,跨境通,7276053000
SH688580,伟思医疗,7292589400
SZ002283,天润工业,7297023600
SZ300134,大富科技,7298906000
SZ000676,智度股份,7317867000
SH601606,长城军工,7329191400
SZ300552,万集科技,7335158300
SH600335,国机汽车,7342651800
SH603181,皇马科技,7348600000
SZ300951,博硕科技,7359200000
SZ003013,地铁设计,7360184000
SH605183,确成股份,7365380200
SZ002738,中矿资源,7368020000
SZ300785,值得买,7370576600
SZ300441,鲍斯股份,7373668500
SH600121,郑州煤电,7383577000
SZ002665,首航高科,7387677300
SZ000989,九 芝 堂,7389511000
SZ300409,道氏技术,7390295400
SH603180,金牌厨柜,7390320400
SH600020,中原高速,7393853300
SZ300627,华测导航,7404192700
SZ002991,甘源食品,7406929900
SZ002292,奥飞娱乐,7410091000
SZ300355,蒙草生态,7411598400
SH601011,宝泰隆,7414210200
SH600278,东方创业,7416643500
SH600129,太极集团,7423353600
SZ000719,中原传媒,7428459200
SH605388,均瑶健康,7430400000
SH600210,紫江企业,7447174500
SZ002880,卫光生物,7448760000
SZ300010,豆神教育,7450225500
SZ002106,莱宝高科,7453418600
SH600231,凌钢股份,7461047500
SZ000928,中钢国际,7489711100
SH600532,未来股份,7498434900
SZ300439,美康生物,7525416100
SH600475,华光环能,7535013100
SH603960,克来机电,7541296100
SZ002672,东江环保,7552904400
SZ000969,安泰科技,7561679700
SH600602,云赛智联,7563234200
SZ002326,永太科技,7564767100
SZ002768,国恩股份,7570587500
SZ300639,凯普生物,7581649300
SZ002467,二六三,7588961600
SH600841,上柴股份,7609536700
SZ300082,奥克股份,7610298900
SH600569,安阳钢铁,7611916700
SH601858,中国科传,7612515000
SZ000631,顺发恒业,7613785000
SZ002987,京北方,7628249900
SZ002022,科华生物,7638205100
SZ300036,超图软件,7641631200
SH603995,甬金股份,7642970700
SZ300829,金丹科技,7678947300
SZ300225,金力泰,7685415300
SZ002413,雷科防务,7690217900
SZ002977,天箭科技,7690540000
SH600410,华胜天成,7691203700
SZ300114,中航电测,7697609300
SZ000903,云内动力,7705831400
SH688219,会通股份,7715965000
SZ002275,桂林三金,7725718000
SZ002737,葵花药业,7726320000
SH600990,四创电子,7728145800
SZ300765,新诺威,7736400000
SZ300659,中孚信息,7741434200
SZ001896,豫能控股,7743456200
SH601588,北辰实业,7744146000
SH603300,华铁应急,7745221800
SH603368,柳药股份,7748998800
SH688788,科思科技,7764919000
SZ000980,*ST众泰,7765981000
SZ300415,伊之密,7775460000
SZ000029,深深房Ａ,7779665400
SH603439,贵州三力,7792074000
SH601515,东风股份,7792935800
SZ000058,深 赛 格,7796990900
SZ002930,宏川智慧,7800983300
SZ300937,药易购,7813097900
SZ002061,浙江交科,7813679300
SH605005,合兴股份,7819500000
SZ000810,创维数字,7826339300
SH600601,方正科技,7835761600
SH688488,艾迪药业,7841400000
SZ300722,新余国科,7844928000
SH605198,德利股份,7845528000
SH603693,江苏新能,7848600000
SH603601,再升科技,7855455400
SZ300696,爱乐达,7856941500
SH601619,嘉泽新能,7860839000
SH603612,索通发展,7871743300
SH603686,龙马环卫,7872519700
SH600565,迪马股份,7887991800
SZ002020,京新药业,7894632000
SZ000910,大亚圣象,7904419900
SZ002957,科瑞技术,7907278100
SZ300940,南极光,7928600100
SZ300596,利安隆,7944153800
SH601918,新集能源,7952963300
SZ000626,远大控股,7959828900
SH600199,金种子酒,7965919500
SZ002891,中宠股份,7968493400
SZ300208,青岛中程,7974414000
SH600491,龙元建设,7985336500
SZ002884,凌霄泵业,7992213700
SH600681,百川能源,8021636100
SZ300398,飞凯材料,8047385100
SZ002912,中新赛克,8057072600
SH688508,芯朋微,8064072000
SH600217,中再资环,8068113300
SZ002034,旺能环境,8077567900
SZ000762,西藏矿业,8077906400
SH600993,马应龙,8082260500
SZ300723,一品红,8084978800
SZ300527,中船应急,8100141300
SH688588,凌志软件,8100202600
SZ300900,广联航空,8102649600
SZ003009,中天火箭,8113032700
SZ002489,浙江永强,8115497200
SH688018,乐鑫科技,8115893000
SZ001696,宗申动力,8118240900
SH600269,赣粤高速,8127216400
SH605338,巴比食品,8129440000
SH601208,东材科技,8139547000
SZ300394,天孚通信,8141564700
SZ002194,武汉凡谷,8143122800
SZ000158,常山北明,8152945300
SH600073,上海梅林,8158246400
SZ300267,尔康制药,8167915300
SZ300672,国科微,8170192400
SH688311,盟升电子,8171384200
SH600771,广誉远,8172115000
SH603530,神马电力,8192911200
SH600054,黄山旅游,8198224900
SH603377,东方时尚,8200709300
SZ000019,深粮控股,8206051000
SZ003037,三和管桩,8212536300
SZ002697,红旗连锁,8228000000
SH600189,泉阳泉,8231926800
SZ000566,海南海药,8242992100
SZ000732,泰禾集团,8263152800
SZ002367,康力电梯,8263681800
SH603279,景津环保,8267826500
SZ300131,英唐智控,8320915600
SH600869,远东股份,8322572800
SH600481,双良节能,8324708600
SH600400,红豆股份,8334415200
SZ002876,三利谱,8340384000
SH688330,宏力达,8345000000
SH688313,仕佳光子-U,8345614300
SH601702,华峰铝业,8347715800
SZ300116,保力新,8348111300
SZ000839,中信国安,8349230100
SZ003021,兆威机电,8350127600
SH600804,鹏博士,8350858800
SH600575,淮河能源,8355461300
SZ002641,永高股份,8388256500
SH600163,中闽能源,8395835900
SH600550,保变电气,8397369900
SZ300443,金雷股份,8404904400
SZ000536,*ST华映,8408739700
SZ002126,银轮股份,8412050000
SH603711,香飘飘,8416466600
SH601001,晋控煤业,8418711000
SZ002130,沃尔核材,8422222000
SZ000657,中钨高新,8423780600
SH603098,森特股份,8438748800
SZ300738,奥飞数据,8449188600
SH688127,蓝特光学,8451688100
SH603068,博通集成,8452378800
SZ300101,振芯科技,8454847800
SZ002990,盛视科技,8458080000
SZ002761,多喜爱,8466893000
SH600072,中船科技,8474236200
SH600328,中盐化工,8475331600
SZ002051,中工国际,8476251200
SZ300602,飞荣达,8483265800
SZ002838,道恩股份,8494350400
SZ300762,上海瀚讯,8503720200
SH601069,西部黄金,8522400000
SZ002043,兔 宝 宝,8530063600
SZ003006,百亚股份,8542722700
SH600662,强生控股,8553301000
SZ300846,首都在线,8559491700
SH605199,葫芦娃,8562327300
SH600093,易见股份,8575498900
SZ300487,蓝晓科技,8582975100
SH603256,宏和科技,8584884000
SZ300138,晨光生物,8586977700
SH603997,继峰股份,8598657000
SH600197,伊力特,8614913100
SZ002400,省广集团,8629518800
SH600260,凯乐科技,8645561200
SZ000796,凯撒旅业,8648312800
SZ002226,江南化工,8655443100
SH600640,号百控股,8657171800
SH600017,日照港,8673344000
SH603387,基蛋生物,8687574900
SZ000950,重药控股,8692769000
SH688399,硕世生物,8696277000
SZ002970,锐明技术,8697024000
SZ002973,侨银股份,8704458000
SZ000893,亚钾国际,8711956700
SH601968,宝钢包装,8712926600
SZ000560,我爱我家,8715353100
SH600817,ST宏盛,8727355100
SZ002913,奥士康,8731393600
SZ300232,洲明科技,8732238400
SZ002979,雷赛智能,8740160000
SH600748,上实发展,8743228100
SH603323,苏农银行,8744883700
SH600058,五矿发展,8757510500
SH605222,起帆电缆,8784719400
SZ300867,圣元环保,8788105700
SZ002647,仁东控股,8791005400
SH601886,江河集团,8805401500
SZ300182,捷成股份,8806366000
SH603033,三维股份,8822037900
SH600428,中远海特,8822734700
SH600490,鹏欣资源,8829419400
SZ000078,海王生物,8830174800
SH603979,金诚信,8832803700
SZ300280,紫天科技,8835824400
SH605007,五洲特纸,8836220900
SH603229,奥翔药业,8843459600
SZ300492,华图山鼎,8843670100
SH600226,*ST瀚叶,8855105600
SZ002301,齐心集团,8859622600
SZ000981,*ST银亿,8861577700
SZ002190,成飞集成,8864202100
SH600611,大众交通,8865460700
SH600403,大有能源,8869914000
SH600277,亿利洁能,8874166100
SH600063,皖维高新,8878374500
SZ002335,科华数据,8880556600
SH600586,金晶科技,8886949400
SH600169,太原重工,8899487800
SZ002614,奥佳华,8902672800
SH600330,天通股份,8909297600
SZ002544,杰赛科技,8917323700
SZ000541,佛山照明,8941821900
SH600477,杭萧钢构,8959547600
SH603187,海容冷链,8961787900
SZ000011,深物业A,8969485300
SZ003032,传智教育,8970554800
SH603093,南华期货,8972600000
SZ300428,四通新材,9005209300
SZ000826,启迪环境,9012646300
SZ300458,全志科技,9016460600
SH600645,中源协和,9026734100
SZ000976,华铁股份,9047498800
SH603888,新华网,9051872000
SZ300113,顺网科技,9053505600
SZ300666,江丰电子,9062018100
SH600874,创业环保,9077172800
SZ000813,德展健康,9078001300
SZ300735,光弘科技,9078559500
SH688179,阿拉丁,9082996700
SZ002911,佛燃能源,9101720000
SH603363,傲农生物,9119440200
SZ300233,金城医药,9124964700
SZ002285,世联行,9130770000
SZ002556,辉隆股份,9135887600
SH600059,古越龙山,9152493500
SZ300470,中密控股,9170608800
SZ000032,深桑达Ａ,9190005300
SZ300002,神州泰岳,9197521400
SH688365,光云科技,9198940000
SH601567,三星医疗,9206818500
SH688177,百奥泰-U,9221561600
SH603987,康德莱,9225212000
SH600651,*ST飞乐,9225863100
SZ002807,江阴银行,9231017600
SZ002517,恺英网络,9234300600
SH603587,地素时尚,9239040000
SH600618,氯碱化工,9239635800
SH600138,中青旅,9257913600
SH600452,涪陵电力,9263744000
SH603053,成都燃气,9271122700
SZ002961,瑞达期货,9273800000
SZ000501,鄂武商Ａ,9297122100
SH601137,博威合金,9322530700
SZ300123,亚光科技,9330661400
SZ000650,仁和药业,9351587400
SZ002023,海特高新,9353936800
SH600773,西藏城投,9360525700
SH603718,海利生物,9363760000
SH600459,贵研铂业,9393213900
SZ002314,南山控股,9396005300
SH600876,洛阳玻璃,9407468400
SZ000059,华锦股份,9436711000
SZ300755,华致酒行,9448819700
SH603698,航天工程,9460223500
SZ300166,东方国信,9463466800
SZ002605,姚记科技,9464493700
SH605077,华康股份,9467003200
SH688586,江航装备,9471845200
SH600337,美克家居,9476864400
SZ300607,拓斯达,9478256900
SZ002501,*ST利源,9478500000
SH600783,鲁信创投,9483137400
SZ000498,山东路桥,9497451100
SZ000735,罗 牛 山,9499987000
SZ002678,珠江钢琴,9508242300
SZ002567,唐人神,9515478400
SH600881,亚泰集团,9519316800
SH688680,海优新材,9524507200
SH600851,海欣股份,9559889000
SH600420,现代制药,9560991800
SH601801,皖新传媒,9568074800
SZ300604,长川科技,9580024000
SZ000603,盛达资源,9597473600
SZ000615,奥园美谷,9600706100
SZ300008,天海防务,9607842000
SZ002174,游族网络,9625302700
SH600312,平高电气,9647710500
SH601678,滨化股份,9652616800
SZ002695,煌上煌,9655759000
SZ002183,怡 亚 通,9658275100
SH603690,至纯科技,9658380500
SZ300662,科锐国际,9658453900
SH601388,怡球资源,9665577500
SH603008,喜临门,9685444700
SZ002419,天虹股份,9698424000
SH600206,有研新材,9719208300
SH600252,中恒集团,9765051100
SZ300206,理邦仪器,9767109800
SH603906,龙蟠科技,9780058200
SH688057,金达莱,9789720000
SZ002545,东方铁塔,9790768600
SZ002097,山河智能,9798352200
SH603010,万盛股份,9805973800
SH601107,四川成渝,9816372600
SH600633,浙数文化,9816506600
SZ300197,铁汉生态,9851816500
SH600228,ST昌九,9854506000
SH600094,大名城,9876547000
SZ300942,易瑞生物,9893224800
SH688568,中科星图,9900000000
SZ300679,电连技术,9912240000
SH600338,西藏珠峰,9928322400
SZ000543,皖能电力,9928861400
SZ002063,远光软件,9933399900
SZ300953,C震裕,9960490800
SH600171,上海贝岭,9963320800
SZ300068,南都电源,9973744400
SH603103,横店影视,9988650000
SZ002458,益生股份,10011119900
SZ300740,御家汇,10070981700
SZ002539,云图控股,10080798000
SZ002681,*ST奋达,10090411900
SH605168,三人行,10101190700
SZ300633,开立医疗,10103964200
SZ002038,双鹭药业,10119397500
SZ300791,仙乐健康,10140000000
SZ002635,安洁科技,10156064000
SH688658,悦康药业,10165500000
SZ300085,银之杰,10175623700
SH603416,信捷电气,10180760800
SZ002171,楚江新材,10189311400
SZ002293,罗莱生活,10213397000
SZ000061,农 产 品,10215724100
SZ002651,利君股份,10241588600
SZ300087,荃银高科,10241855700
SH600388,龙净环保,10262977400
SH600777,新潮能源,10268748700
SZ000517,荣安地产,10284069600
SZ002993,奥海科技,10287520000
SH688318,财富趋势,10297848200
SZ000600,建投能源,10301851700
SH600850,华东电脑,10304212800
SH600158,中体产业,10314765500
SZ300910,瑞丰新材,10315500000
SZ002839,张家港行,10323438800
SH600877,ST电能,10326350900
SH603916,苏博特,10332591300
SH601068,中铝国际,10356733300
SZ002832,比音勒芬,10381927400
SH600363,联创光电,10389424700
SZ300224,正海磁材,10392143800
SZ300769,德方纳米,10405427400
SH688389,普门科技,10407230000
SZ000875,吉电股份,10431085900
SZ002217,合力泰,10439994300
SZ300327,中颖电子,10457118600
SZ002036,联创电子,10458010200
SZ002818,富森美,10464210500
SZ000935,四川双马,10466767000
SZ002583,海能达,10467176000
SH688007,光峰科技,10490377400
SH688333,铂力特,10498400000
SH603989,艾华集团,10500891700
SZ002960,青鸟消防,10510704900
SZ300860,锋尚文化,10514163400
SZ000683,远兴能源,10523126800
SZ000828,东莞控股,10530307100
SZ300133,华策影视,10534042200
SZ300226,上海钢联,10539370200
SH600518,ST康美,10544586800
SZ000681,视觉中国,10557702000
SH600012,皖通高速,10565345700
SH600963,岳阳林纸,10577611200
SZ002002,鸿达兴业,10587467300
SZ000789,万年青,10597328000
SH688019,安集科技,10603619200
SZ002091,江苏国泰,10632048900
SZ000758,中色股份,10634643500
SZ002815,崇达技术,10634688700
SH603699,纽威股份,10635000000
SH688100,威胜信息,10655000000
SZ002726,龙大肉食,10667435000
SZ300027,华谊兄弟,10672338900
SZ000970,中科三环,10673304000
SH600810,神马股份,10701662200
SH600596,新安股份,10705095600
SH688133,泰坦科技,10712978900
SZ300080,易成新能,10717867500
SZ002434,万里扬,10720000000
SZ002302,西部建设,10755258700
SZ002004,华邦健康,10790559600
SH603567,珍宝岛,10792823600
SZ002996,顺博合金,10803790000
SH603379,三美股份,10805479000
SZ002155,湖南黄金,10818355300
SZ300379,东方通,10825028500
SH600761,安徽合力,10880657800
SH688368,晶丰明源,10881640000
SH688317,之江生物,10897602500
SZ002245,蔚蓝锂芯,10917558900
SH600266,城建发展,10921642000
SH600496,精工钢构,10929907700
SH600110,诺德股份,10954585900
SZ300767,震安科技,10959840000
SZ300803,指南针,10975500000
SZ002484,江海股份,10976238400
SH600635,大众公用,10983057000
SZ300034,钢研高纳,10985355200
SH603208,江山欧派,10988317300
SZ002195,二三四五,10991707500
SZ000048,京基智农,11004123900
SH601811,新华文轩,11005861700
SH600903,贵州燃气,11017631100
SH603609,禾丰牧业,11018615800
SZ002176,*ST江特,11022863300
SZ000537,广宇发展,11026122700
SH600917,重庆燃气,11077947000
SZ000034,神州数码,11098685000
SZ300180,华峰超纤,11129900200
SH600787,中储股份,11130993200
SH601969,海南矿业,11220094600
SH688336,三生国健,11245858300
SZ000881,中广核技,11250567200
SH600395,盘江股份,11254352700
SZ002254,泰和新材,11265133500
SZ002192,*ST融捷,11297597900
SZ002015,协鑫能科,11333625800
SZ300457,赢合科技,11347428200
SZ300132,青松股份,11354447900
SZ002048,宁波华翔,11359763500
SZ300568,星源材质,11374963400
SZ002310,东方园林,11386358900
SH603881,数据港,11397327400
SZ002243,力合科创,11403891700
SH600657,信达地产,11407514400
SH600572,康恩贝,11416130500
SZ002249,大洋电机,11425510700
SH600718,东软集团,11429806700
SH600997,开滦股份,11432158900
SZ002833,弘亚数控,11432512900
SZ300346,南大光电,11445839500
SH600604,市北高新,11445892400
SZ300770,新媒股份,11488211000
SZ002440,闰土股份,11493495000
SH600728,佳都科技,11497560200
SZ300638,广和通,11536412900
SZ000090,天健集团,11547610800
SZ002950,奥美医疗,11550761000
SZ000035,中国天楹,11558900000
SZ002396,星网锐捷,11566447900
SH600643,爱建集团,11580526300
SZ002959,小熊电器,11584560000
SZ002617,露笑科技,11594543700
SZ300119,瑞普生物,11608962400
SH688106,金宏气体,11624001600
SZ300459,金科文化,11637334200
SZ000688,国城矿业,11645945000
SH603179,新泉股份,11656128200
SH600211,西藏药业,11658037400
SZ000717,韶钢松山,11662107700
SH601975,招商南油,11663394600
SZ002534,杭锅股份,11694160600
SZ000913,钱江摩托,11701228800
SZ002123,梦网科技,11702422800
SH600720,祁连山,11706457500
SZ002214,大立科技,11708260000
SZ002859,洁美科技,11731116700
SH600744,华银电力,11737609000
SH600075,新疆天业,11741148400
SZ002368,太极股份,11795696900
SH600259,广晟有色,11797451600
SH688301,奕瑞科技,11799903900
SH600223,鲁商发展,11807080700
SH600717,天津港,11817170900
SH600729,重庆百货,11829978300
SZ000710,贝瑞基因,11865112200
SH605136,丽人丽妆,11872182800
SH688095,福昕软件,11885766000
SH600037,歌华有线,11885783100
SH601718,际华集团,11901315700
SH688222,成都先导,11908209600
SH600185,格力地产,11913108500
SH603060,国检集团,11931304000
SZ002100,天康生物,11934163400
SH601028,玉龙股份,11956803400
SH600307,酒钢宏兴,11963012700
SZ000413,东旭光电,11976222700
SZ002239,奥特佳,12000055100
SH600348,华阳股份,12025000000
SZ300348,长亮科技,12055922100
SH603301,振德医疗,12057755300
SZ300236,上海新阳,12085181900
SH600839,四川长虹,12094559900
SH600908,无锡银行,12106363100
SH601019,山东出版,12124889000
SZ002803,吉宏股份,12128017700
SH605099,共创草坪,12131920300
SH603212,赛伍技术,12136303400
SZ300776,帝尔激光,12145867600
SZ002677,浙江美大,12152231500
SH605008,长鸿高科,12168520400
SH601015,陕西黑猫,12190825300
SZ300143,盈康生命,12194751500
SH600816,*ST安信,12196177600
SH603596,伯特利,12220059500
SH600435,北方导航,12227317200
SZ000685,中山公用,12228673100
SZ300613,富瀚微,12243297900
SZ002416,爱施德,12268889900
SZ002375,亚厦股份,12287767900
SZ003039,顺控发展,12294797900
SZ300406,九强生物,12310042400
SH600062,华润双鹤,12310205000
SH600649,城投控股,12319033300
SH600007,中国国贸,12319065400
SH600370,三房巷,12324650800
SH600195,中牧股份,12329512700
SH600546,山煤国际,12330877200
SZ000767,晋控电力,12338538300
SZ002158,汉钟精机,12355769700
SH603666,亿嘉和,12356870700
SH600864,哈投股份,12379394600
SH600120,浙江东方,12409630600
SZ002810,山东赫达,12411154100
SZ300294,博雅生物,12414757300
SH600006,东风汽车,12420000000
SZ000761,本钢板材,12439942600
SH603056,德邦股份,12441600000
SH603355,莱克电气,12453242400
SZ002975,博杰股份,12463715300
SH603378,亚士创能,12471424700
SH600446,金证股份,12476387000
SZ002085,万丰奥威,12487083000
SZ002906,华阳集团,12489840000
SH600064,南京高科,12495524100
SZ300026,红日药业,12497284100
SZ000937,冀中能源,12508755800
SH603680,今创集团,12516377700
SH688116,天奈科技,12524975400
SZ002332,仙琚制药,12533225700
SZ000918,嘉凯城,12539130900
SH688617,惠泰医疗,12539293600
SZ002610,爱康科技,12551531800
SZ000612,焦作万方,12553859600
SZ000519,中兵红箭,12574807600
SH601258,ST庞大,12579486800
SH688017,绿的谐波,12610036800
SH601666,平煤股份,12612392600
SZ002351,漫步者,12625319400
SZ002287,奇正藏药,12632753900
SH601222,林洋能源,12661938800
SH603429,集友股份,12665759700
SH603308,应流股份,12682134600
SZ002424,贵州百灵,12714912000
SZ000555,神州信息,12730004300
SH601949,中国出版,12739275000
SH601330,绿色动力,12749976000
SH601677,明泰铝业,12764183200
SH600273,嘉化能源,12779956400
SZ002273,水晶光电,12797904400
SZ300369,绿盟科技,12841438200
SH603801,志邦家居,12857301500
SH688578,艾力斯-U,12861000000
SZ300171,东富龙,12906042800
SH600811,东方集团,12926724900
SH600755,厦门国贸,12942575100
SZ300395,菲利华,12956958700
SZ300185,通裕重工,12976288100
SZ002258,利尔化学,12978422200
SZ002312,三泰控股,13018002200
SZ000718,苏宁环球,13018590100
SH600740,山西焦化,13027400600
SH688598,金博股份,13028000000
SZ000062,深圳华强,13032030200
SZ002387,维信诺,13047505500
SZ000528,柳    工,13055881800
SZ300451,创业慧康,13070984800
SZ300821,东岳硅材,13104000000
SZ000887,中鼎股份,13111792600
SH603026,石大胜华,13123530000
SH601311,骆驼股份,13123928700
SH600325,华发股份,13126566300
SH601163,三角轮胎,13128000000
SH688198,佰仁医疗,13152000000
SH605376,博迁新材,13174176000
SZ300815,玉禾田,13192288000
SZ300118,东方日升,13204923100
SH600466,蓝光发展,13232296700
SH600682,南京新百,13232479700
SH688278,特宝生物,13233204000
SZ002320,海峡股份,13239863100
SZ300792,壹网壹创,13261721400
SH603730,岱美股份,13271292100
SZ002481,双塔食品,13279405200
SZ000426,兴业矿业,13282899700
SZ300674,宇信科技,13289691200
SH688183,生益电子,13309138800
SH600248,陕西建工,13315963500
SZ000563,陕国投Ａ,13319083200
SH603919,金徽酒,13325720100
SH600641,万业企业,13334391200
SH600246,万通发展,13351060500
SZ002498,汉缆股份,13373719900
SH601038,一拖股份,13393851700
SH603708,家家悦,13488240000
SZ002585,双星新材,13493765000
SH603077,和邦生物,13511813000
SZ000088,盐 田 港,13517462000
SH601200,上海环境,13529614000
SZ002755,奥赛康,13532578000
SZ002099,海翔药业,13581021000
SZ000727,*ST东科,13588701000
SZ002163,海南发展,13596066000
SZ002436,兴森科技,13599475000
SH600373,中文传媒,13618390000
SH600057,厦门象屿,13635110000
SH600746,江苏索普,13649495000
SZ300456,赛微电子,13670810000
SZ002946,新乳业,13676445000
SZ002318,久立特材,13690162000
SH601827,三峰环境,13711450000
SZ300567,精测电子,13715594000
SZ000030,富奥股份,13723985000
SH600639,浦东金桥,13738334000
SH600984,建设机械,13750127000
SZ002701,奥瑞金,13797161000
SH688277,天智航-U,13816976000
SZ002390,信邦制药,13821325000
SH600582,天地科技,13822887000
SZ300151,昌红科技,13828800000
SZ002139,拓邦股份,13838293000
SH603599,广信股份,13884613000
SZ002291,星期六,13927867000
SZ000712,锦龙股份,13977600000
SZ002237,恒邦股份,13982815000
SH603313,梦百合,13991816000
SH600096,云天化,14061570000
SH600933,爱柯迪,14062463000
SZ000818,航锦科技,14089153000
SH600151,航天机电,14098700000
SZ300315,掌趣科技,14145894000
SZ000415,渤海租赁,14162554000
SZ300257,开山股份,14179172000
SZ300783,三只松鼠,14187380000
SH601860,紫金银行,14204249000
SH601512,中新集团,14209477000
SZ002847,盐津铺子,14219251000
SZ300502,新易盛,14252746000
SZ300775,三角防务,14270400000
SH600500,中化国际,14275173000
SZ300850,新强联,14281380000
SZ300188,美亚柏科,14335536000
SH603305,旭升股份,14399110000
SZ002233,塔牌集团,14414605000
SZ000016,深康佳Ａ,14423593000
SZ002244,滨江集团,14437100000
SH600863,内蒙华电,14463260000
SH600580,卧龙电驱,14502818000
SZ002612,朗姿股份,14516633000
SH601005,重庆钢铁,14537322000
SH688027,国盾量子,14562400000
SZ002698,博实股份,14571338000
SZ002407,多氟多,14571980000
SZ300058,蓝色光标,14572571000
SH603520,司太立,14584077000
SZ000690,宝新能源,14600208000
SZ000155,川能动力,14605000000
SZ002468,申通快递,14619161000
SH601952,苏垦农发,14634360000
SZ002268,卫 士 通,14640897000
SZ002041,登海种业,14660800000
SH603043,广州酒家,14665061000
SH601965,中国汽研,14689252000
SH603588,高能环境,14695581000
SZ000049,德赛电池,14742119000
SZ000997,新 大 陆,14748202000
SH601000,唐山港,14755562000
SZ002262,恩华药业,14762261000
SH600056,中国医药,14766470000
SZ300768,迪普科技,14768369000
SH688001,华兴源创,14778689000
SH600812,华北制药,14824015000
SZ300323,华灿光电,14833228000
SH601609,金田铜业,14846514000
SH600060,海信视像,14877431000
SZ002324,普利特,14889815000
SH603606,东方电缆,14913583000
SH603533,掌阅科技,14922492000
SZ000429,粤高速Ａ,14949264000
SZ002191,劲嘉股份,15014922000
SZ002793,罗欣药业,15024359000
SZ300685,艾德生物,15051891000
SH688266,泽璟制药-U,15129600000
SZ002675,东诚药业,15145806000
SH688321,微芯生物,15170000000
SZ002850,科达利,15174767000
SH603337,杰克股份,15186282000
SH600376,首开股份,15193639000
SH601326,秦港股份,15197761000
SZ000046,泛海控股,15224868000
SZ002281,光迅科技,15282957000
SH600776,东方通信,15298081000
SH688390,固德威,15312000000
SZ300526,中潜股份,15320715000
SZ002643,万润股份,15327986000
SZ000156,华数传媒,15379339000
SZ002851,麦格米特,15398523000
SH600216,浙江医药,15413094000
SZ000564,*ST大集,15433570000
SZ300737,科顺股份,15439530000
SH603927,中科软,15446320000
SZ300376,易事特,15453555000
SZ002918,蒙娜丽莎,15477280000
SH688505,复旦张江,15478120000
SH605009,豪悦护理,15485284000
SZ002505,鹏都农牧,15489454000
SH600267,海正药业,15496786000
SZ300682,朗新科技,15500758000
SH688298,东方生物,15506400000
SZ000598,兴蓉环境,15528337000
SH600329,中新药业,15557962000
SZ300761,立华股份,15581690000
SZ000400,许继电气,15588740000
SZ300017,网宿科技,15601158000
SH601369,陕鼓动力,15605030000
SH600141,兴发集团,15693885000
SZ300390,天华超净,15694828000
SH601333,广深铁路,15725452000
SZ300271,华宇软件,15736454000
SH600339,中油工程,15744476000
SH601608,中信重工,15752092000
SZ300212,易华录,15753889000
SH688526,科前生物,15768150000
SH600959,江苏有线,15802268000
SZ000923,河钢资源,15985332000
SH605111,新洁能,15989600000
SH601519,大智慧,16020862000
SZ000930,中粮科技,16064226000
SH600673,东阳光,16124350000
SZ300054,鼎龙股份,16141284000
SH600648,外高桥,16144665000
SZ002240,盛新锂能,16156230000
SZ000060,中金岭南,16242068000
SH688158,优刻得-W,16271714000
SZ000778,新兴铸管,16282791000
SH600765,中航重机,16425621000
SZ000559,万向钱潮,16452881000
SH600901,江苏租赁,16516174000
SZ000672,上峰水泥,16524620000
SH600567,山鹰国际,16544169000
SZ000990,诚志股份,16564818000
SH600623,华谊集团,16616975000
SZ002531,天顺风能,16633828000
SZ300168,万达信息,16697442000
SH600418,江淮汽车,16717946000
SH601928,凤凰传媒,16719993000
SZ300298,三诺生物,16727663000
SH600483,福能股份,16758787000
SH600820,隧道股份,16789473000
SZ300072,三聚环保,16823997000
SZ002967,广电计量,16829780000
SH688202,美迪西,16850980000
SZ000877,天山股份,16863465000
SH600556,天下秀,16866285000
SH688388,嘉元科技,16877036000
SZ000582,北部湾港,16979229000
SH601686,友发集团,16981026000
