ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city
300018.SZ,王永业,卢春明,董志刚,48083.1536,20011116,湖北,武汉市
300323.SZ,俞信华,周建会,连程杰,124023.6453,20051108,湖北,武汉市
002455.SZ,郑铁江,蒋国强,陈慧敏,51701.306,20020701,江苏,无锡市
002139.SZ,武永强,武永强,文朝晖,113521.6809,19960209,广东,深圳市
002448.SZ,薛德龙,党增军,刘向宁,60314.4105,19961229,河南,焦作市
002343.SZ,吴卫东,马中骏,严明,47494.9686,19980828,浙江,嘉兴市
002109.SZ,樊洺僖,王颖,席永生,105294.4789,19970829,陕西,咸阳市
300388.SZ,王堤,常先米,石小峰,69895.9172,19970225,安徽,合肥市
300015.SZ,陈邦,李力,吴士君,412151.8035,20030124,湖南,长沙市
002530.SZ,朱文明,徐正军,房莉莉,77919.8175,19880730,江苏,盐城市
002507.SZ,周斌全,赵平,韦永生,78935.7241,19880430,重庆,重庆市
002668.SZ,赵国栋,刘向东,赵国栋,108411.1428,20021101,广东,中山市
002300.SZ,李云孝,林芳,江永涛,65666.7,19940711,福建,南平市
300342.SZ,骆玲,赵云文,陈钊敏,43177.8272,20020802,江苏,苏州市
300715.SZ,钱林弟,李忠人,闫江,17075.2,20110713,江苏,苏州市
002888.SZ,HONGBO YAO,JUNJIE MICHAEL YAO,张小康,12467.64,19970624,广东,广州市
002909.SZ,邹珍凡,邹珍凡,吴珈宜,26651.8148,20060810,广东,广州市
002375.SZ,张小明,张小明,戴轶钧,133999.6498,19950707,浙江,绍兴市
002863.SZ,葛炳灶,,葛茜芸,49879.5602,20050201,浙江,金华市
300833.SZ,蒋伟楷,蒋伟楷,劳杰伟,8432.7,20050317,广东,广州市
300560.SZ,陈融洁,朱小梅,张军,22626.9812,20011107,福建,福州市
002999.SZ,刘艺,柯英超,刘勇峰,24828,20090326,广东,广州市
300175.SZ,戚永楙,张涛,李博,47080,20020326,山东,烟台市
002981.SZ,沈庆凯,沈庆凯,袁宏,9600,20050330,广东,东莞市
300503.SZ,汤丽君,汤秀清,肖泳林,28398.91,20061214,广东,广州市
002309.SZ,王柏兴,王伟峰,张冬云,87178.7068,19880905,江苏,苏州市
300653.SZ,王涛,沙树壮,陆美娇,12000,20031022,山东,烟台市
300202.SZ,柳永诠,张奈,洪莎,54950.4,20040309,辽宁,鞍山市
002523.SZ,龙九文,郑正国,黄文斌,141664.08,19991126,湖南,株洲市
002053.SZ,谢一华,周立新,李政良,76097.8566,20020725,云南,昆明市
002104.SZ,钱京,胡兆凤,陈妹妹,69692.1354,19960924,江苏,镇江市
300832.SZ,饶微,饶微,张蕾,41235,19951215,广东,深圳市
003001.SZ,王立建,武思宇,刘艳,7288.1484,20081219,北京,北京市
300883.SZ,徐龙平,徐龙平,吴献忠,34600,20100402,安徽,滁州市
300273.SZ,郝镇熙,郝镇熙,张晓菁,79451.4776,19960401,广东,珠海市
300006.SZ,彭伟民,邱戎钊,崔丹,81224.1205,19990906,重庆,重庆市
300303.SZ,邢美正,高四清,于芳,127810.4895,20050915,广东,深圳市
002108.SZ,陈宏伟,于增胜,李繁联,141792.4199,19950102,河北,沧州市
300313.SZ,彭勃,何非,于舒玮,31297.7396,20030618,新疆,昌吉回族自治州
300142.SZ,李云春,姜润生,张荔,154345.1984,20010116,云南,昆明市
002727.SZ,阮鸿献,阮鸿献,李正红,59531.2525,20001108,云南,昆明市
002839.SZ,季颖,吴开,张平,180795.7762,20011127,江苏,苏州市
002756.SZ,高兴江,高兴江,徐凤,40181.1949,20000719,浙江,湖州市
002703.SZ,张世权,张宝义,刘晓平,78964.4637,19930602,浙江,金华市
002054.SZ,黄冠雄,陈秋有,朱闽翀,48211.5452,20020621,广东,佛山市
300318.SZ,翟晓枫,蒋焱,董海锋,81690.0495,20010712,北京,北京市
300319.SZ,俞磊,张美蓉,王磊,69698.1071,20010314,广东,深圳市
300151.SZ,李焕昌,李焕昌,刘军,50250,20010411,广东,深圳市
002687.SZ,池也,白光宇,吴匡笔,35000,20010731,浙江,温州市
002686.SZ,吴晓明,江澜,翟峰,56623.9133,19950703,浙江,台州市
002055.SZ,邱建民,邱扬,王海,47348.558,19920410,广东,深圳市
002141.SZ,韩桃子,韩桃子,梁丹妮,113465.6519,20021010,广东,珠海市
300549.SZ,曾正雄,陈志伟,陈海鹰,13334,19980915,江苏,苏州市
300361.SZ,陈庆财,张建义,任为荣,21000,20030114,江苏,南京市
300940.SZ,姜发明,潘连兴,赵传淼,11842.5692,20090104,广东,深圳市
002718.SZ,时沈祥,韩耘,吴伟江,13144.7829,20071223,浙江,嘉兴市
002381.SZ,沈耿亮,沈会民,张梁铨,41157.2264,20011113,浙江,嘉兴市
002479.SZ,万娇,张杰,胡斌,86500,20031215,浙江,杭州市
002111.SZ,李光太,李文轩,罗丰,38182.7504,19960919,山东,威海市
002107.SZ,赵丙贤,曾英姿,赵彩霞,57720.96,20020209,山东,潍坊市
002087.SZ,魏学柱,陶国定,许勤芝,81679.4335,19961220,河南,南阳市
002069.SZ,唐艳,唐艳,阎忠吉,71111.2194,19920921,辽宁,大连市
300557.SZ,何书平,姚明远,林海,5566.854,20000829,湖北,武汉市
003017.SZ,陈阳贵,陈阳贵,徐旭平,6000,19760101,浙江,杭州市
002786.SZ,胡作寰,胡作寰,陈静,38124,20001027,广东,深圳市
300687.SZ,张成康,张成康,柳子恒,21709.7025,20050110,广东,广州市
003005.SZ,钱瑞,张爱军,朱传军,10600,19971017,北京,北京市
300027.SZ,王忠军,王忠磊,高辉,277925.4919,20041119,浙江,金华市
300367.SZ,邹洋,,刘朗天,119577.2516,20000905,北京,北京市
002657.SZ,朱烨东,朱烨东,赵剑,33757.6686,20031210,北京,北京市
300003.SZ,蒲忠杰,蒲忠杰,郭同军,180458.1117,19990611,北京,北京市
300406.SZ,邹左军,刘希,王建民,58899.7245,20010329,北京,北京市
002470.SZ,万连步,万连步,杨春菊,328602.7742,19980826,山东,临沂市
002521.SZ,李学峰,李安东,姚延磊,49468.5819,20010625,山东,淄博市
002367.SZ,王友林,王友林,吴贤,79765.2687,19971003,江苏,苏州市
300022.SZ,王新明,王新明,杨元兴,38024.038,19941208,四川,成都市
002749.SZ,颜昌绪,颜亚奇,何颉,43088.477,19851230,四川,成都市
002466.SZ,蒋卫平,夏浚诚,李波,147709.9383,19951016,四川,遂宁市
002576.SZ,魏少军,言骅,王欣,16510,19880624,江苏,南通市
002519.SZ,张红,张红,吴雁,112643.0898,20000615,江苏,苏州市
002409.SZ,沈琦,沈琦,覃红健,46285.3503,19971029,江苏,无锡市
002778.SZ,许春栋,许春栋,刘君南,8910.95,19920411,江苏,无锡市
300851.SZ,李伟,任新国,童欣,8693.34,20010606,北京,北京市
002878.SZ,孙震,孙震,相文燕,22141.4107,19980526,北京,北京市
300541.SZ,李铠,林鸿,朱胡勇,23580.4033,20001031,北京,北京市
002579.SZ,杨林,刘德威,余祥斌,49739.7751,20001222,广东,惠州市
300014.SZ,刘金成,刘建华,江敏,188886.5429,20011224,广东,惠州市
002906.SZ,邹淦荣,邹淦荣,李翠翠,47310,19930116,广东,惠州市
002750.SZ,樊献俄,樊丽娟,李亚鹤,40050,19960916,云南,昆明市
300820.SZ,王军,周英怀,刘世伟,9501,19960116,四川,德阳市
300463.SZ,唐勇,吴明建,史炜,55682.891,19941020,四川,成都市
300095.SZ,聂景华,曹明生,陈凤菊,37871.0854,20010118,江西,宜春市
002591.SZ,朱星河,胡恩雪,余豪,30448.0284,19940901,江西,南昌市
002695.SZ,褚浚,褚浚,曾细华,51278.5928,19990401,江西,南昌市
002460.SZ,李良彬,李良彬,欧阳明,135592.2244,20000302,江西,新余市
300296.SZ,李军,李军,李楠楠,254290.1478,19950821,北京,北京市
300045.SZ,高小离,王伟,吴梦冰,61421.7087,20010601,北京,北京市
002364.SZ,朱国锭,赵大春,蔡祝平,56356.496,20010711,浙江,杭州市
300144.SZ,张娴,张娴,陈胜敏,261469.404,19940921,浙江,杭州市
002497.SZ,高欣,高欣,翟雄鹰,115256.252,20011225,四川,雅安市
002368.SZ,张云,肖益,王茜,57964.1125,19871010,北京,北京市
002610.SZ,邹承慧,史强,邹承慧,448268.9935,20060309,江苏,无锡市
002601.SZ,许刚,许刚,张海涛,223961.0256,19980820,河南,焦作市
002321.SZ,曹家富,汪开江,曹家富,53429.11,20020130,河南,信阳市
002554.SZ,谢文辉,黄松,张中炜,137059.3772,19981007,湖南,长沙市
002383.SZ,郭信平,郭信平,闫文,74433.4534,19980930,北京,北京市
300302.SZ,周泽湘,周泽湘,方一夫,47987.123,19981103,北京,北京市
300117.SZ,田新甲,田新甲,黄秋艳,71676,19870105,北京,北京市
002415.SZ,陈宗年,胡扬忠,黄方红,934341.719,20011130,浙江,杭州市
002534.SZ,王水福,何伟校,濮卫锋,73920.105,19551001,浙江,杭州市
002535.SZ,郭现生,郭钏,郭现生,80168.3074,20020508,河南,安阳市
300047.SZ,陈友,苗逢源,陈秀琴,63774.4672,19930118,广东,深圳市
300052.SZ,李瑞杰,李逸伦,高国舟,26326.93,20030722,广东,深圳市
300264.SZ,陈坤江,张海川,邱翊君,41310,20001022,广东,深圳市
300007.SZ,任红军,李志刚,肖锋,29302.2806,19980911,河南,郑州市
300437.SZ,王志清,王志清,成举明,22123.4646,19950608,河南,济源市
002573.SZ,邹艾艾,李其林,秦坤,108127.21,20010903,北京,北京市
300344.SZ,马超,汪逸,项良宝,49611.4864,19990825,北京,北京市
300073.SZ,陈彦彬,陈彦彬,曲晓力,45362.0538,19980603,北京,北京市
300513.SZ,钱苏晋,钱苏晋,黄子健,31369.1155,20000627,北京,北京市
300295.SZ,胡光辉,胡光辉,凌云,19228.775,20060117,江苏,南京市
002471.SZ,俞雷,霍振平,潘志娟,126800,19960805,江苏,无锡市
002540.SZ,周福海,浦俭英,沈琳,127052.95,20011019,江苏,无锡市
002429.SZ,顾伟,欧军,方振宇,452694.0607,20050404,广东,深圳市
002436.SZ,邱醒亚,邱醒亚,蒋威,148790.7504,19990318,广东,深圳市
300012.SZ,万峰,申屠献忠,陈砚,166513.5714,20031223,广东,深圳市
002536.SZ,孙耀志,孙耀忠,谢国楼,50071.1814,20010109,河南,南阳市
300829.SZ,张鹏,石从亮,崔耀军,11290.9092,20060810,河南,周口市
300157.SZ,包笠,孙玉芹,杨成虎,71211.3257,20050329,北京,北京市
300182.SZ,徐子泉,陈同刚,马林,257496.0807,20060823,北京,北京市
300075.SZ,吴强华,王东,邱鲁闽,48149.7305,20011106,北京,北京市
002559.SZ,冷志斌,冷志斌,童娟,55672.3012,20000212,江苏,扬州市
300356.SZ,龙昌明,龙昌明,戴晓东,40790.462,20000418,江苏,南京市
300346.SZ,冯剑松,王陆平,苏永钦,40689.0845,20001228,江苏,苏州市
002587.SZ,吴涵渠,吴涵渠,孔德建,65569.5158,19930512,广东,深圳市
300130.SZ,刘祥,刘祥,郭桥易,48915.9934,20010731,广东,深圳市
300568.SZ,陈秀峰,陈秀峰,沈熙文,44853.9565,20030917,广东,深圳市
300042.SZ,魏卫,杜铁军,于雅娜,20040,19990514,广东,深圳市
300189.SZ,曹欧劼,杨祺,何燕,102400,20001229,海南,海口市
002613.SZ,高学明,高理,雷敏,93717,19950518,河南,洛阳市
300010.SZ,窦昕,窦昕,张亮,86832.4647,19990108,北京,北京市
300135.SZ,周文彬,周文彬,王学良,92160,20021107,江苏,无锡市
002478.SZ,曹坚,韩巧林,韩巧林,95999.2879,19890731,江苏,常州市
300868.SZ,黄新,黄新,周波,12800,20060530,广东,深圳市
300124.SZ,朱兴明,朱兴明,宋君恩,171972.344,20030410,广东,深圳市
002399.SZ,李锂,单宇,谈煊,146729.6204,19980421,广东,深圳市
300206.SZ,张浩,张浩,祖幼冬,58172.1846,19950802,广东,深圳市
300178.SZ,钟百胜,段乃琦,周静,61650.8293,19980429,广东,深圳市
300035.SZ,余新,李爱武,张斌,64258.2824,20040406,湖南,岳阳市
002549.SZ,祝恩福,肖勇军,张伟,62370,19910611,湖南,岳阳市
002373.SZ,夏曙东,潘璠,郑学东,158118.3315,20021220,北京,北京市
002642.SZ,王东辉,闫国荣,邓前,67008.0313,20010312,北京,北京市
300339.SZ,周红卫,周红卫,胡传高,79641.0841,20060629,江苏,南京市
300284.SZ,李大鹏,李大鹏,潘岭松,97140.598,20020829,江苏,南京市
002513.SZ,杨振华,耿斌,陈康,34008.6278,19901011,江苏,徐州市
002496.SZ,仲汉根,裴柏平,韦广权,150758.9677,19890526,江苏,盐城市
300389.SZ,丁彦辉,丁崇彬,孙伟玲,31899.4173,20010823,广东,深圳市
300044.SZ,周勇,周勇,眭小红,77755.1228,19970227,广东,深圳市
300267.SZ,帅放文,孙庆荣,顾吉顺,206260.487,20031022,湖南,长沙市
300187.SZ,马铭锋,王峰,严雷,64450.0165,20040119,湖南,长沙市
300730.SZ,费耀平,李杰,金卓钧,15941.3198,19980113,湖南,长沙市
300212.SZ,林拥军,林拥军,颜芳,64964.4923,20010430,北京,北京市
300682.SZ,郑新标,郑新标,王慎勇,102113.0306,20030507,江苏,无锡市
300324.SZ,陈为群,谢军伟,黄海涛,175270.0295,19971128,北京,北京市
300190.SZ,李月中,宗韬,朱敏,78158.4171,20030212,江苏,常州市
300088.SZ,高前文,郑建军,陈伟达,245480.7763,20060119,安徽,芜湖市
300023.SZ,王伟,王伟,刘悦,31610.6775,20010412,陕西,西安市
002643.SZ,黄以武,王忠立,于书敏,90913.3215,19950705,山东,烟台市
300167.SZ,季红,季刚,刘丹,30024,20010921,广东,深圳市
300546.SZ,高晶,郑嵩,戈文龙,13660.775,19950403,广东,深圳市
002733.SZ,王克田,王克田,刘刚,38519.8321,19941103,广东,深圳市
002452.SZ,马晓,马晓,张钰,53073.51,19980423,湖南,长沙市
300566.SZ,张彦,张彦,姜琳,15520.05,20070309,浙江,宁波市
300274.SZ,曹仁贤,曹仁贤,解小勇,145693.935,20070711,安徽,合肥市
002622.SZ,孙彤,陆璐,康超,84000,19981106,吉林,吉林市
002592.SZ,顾瑜,顾瑜,黄缘,28333.1157,20010717,广西,南宁市
002799.SZ,李移岭,孙学军,林蔚,18000,20010628,陕西,西安市
300103.SZ,傅建平,傅建平,韦尔奇,31760.1,20020516,陕西,西安市
300164.SZ,张国桉,任延忠,张志坚,51353.0289,19950615,陕西,西安市
002482.SZ,范志全,叶嘉铭,郭文宁,153727.9657,19950714,广东,深圳市
002313.SZ,杨宇翔,杨涛,李玮,37440,20031114,广东,深圳市
002315.SZ,沈锦华,沈锦华,迟梦洁,30550,19960109,江苏,南京市
002422.SZ,刘革新,刘思川,冯昊,143869.0477,20020529,四川,成都市
002499.SZ,杜简丞,张曼奚,李根旺,18900,19990416,江苏,苏州市
002457.SZ,李骞,张敬泽,范仁平,33499.2,19990301,宁夏,吴忠市
300076.SZ,荆毅民,张克嘉,陈坤,42400,19920610,浙江,宁波市
002660.SZ,王浩涛,杨丰林,顾永德,27432.7707,20060327,广东,深圳市
002421.SZ,刘磅,刘磅,黄天朗,192462.9229,19950317,广东,深圳市
002316.SZ,王永彬,黄喜胜,王思邈,39312,19990304,广东,深圳市
300887.SZ,张英杰,张英杰,李小冬,7600,20020610,北京,北京市
002680.SZ,高俊芳,,桂巍,97369.0378,19951013,江苏,连云港市
002722.SZ,陆挺,汤华军,邱九辉,17547.6692,20041214,江苏,南通市
300163.SZ,白瑞琛,白瑞琛,熊军,47400,20030307,浙江,宁波市
002406.SZ,刘延生,刘娅雪,刘硕,62401.4127,20040616,河南,许昌市
300039.SZ,穆竟伟,王国明,任立旺,104600,20000412,上海,上海市
300074.SZ,吕文辉,胡君健,李惠,53389.29,20030922,上海,上海市
002384.SZ,袁永刚,袁永峰,冒小燕,170986.7327,19981028,江苏,苏州市
300390.SZ,裴振华,陆建平,裴振华,55127.6,19971113,江苏,苏州市
002808.SZ,余荣清,余荣清,余荣清,26880,20020327,江苏,苏州市
300116.SZ,高保清,高保清,李军,428108.2697,20050430,陕西,西安市
002473.SZ,宋骐,宋骐,王连兴,16000,20040311,浙江,宁波市
300314.SZ,陈再宏,陈再宏,李则东,28800,19920918,浙江,宁波市
002669.SZ,王建祥,姚其胜,沈一涛,25249.2921,19880714,上海,上海市
300272.SZ,瞿建国,QU RAYMOND MING(瞿亚明),袁学伟,57687.1469,20010227,上海,上海市
300382.SZ,安旭,安旭,吴晓燕,56456.9415,20040106,江苏,苏州市
300192.SZ,吴贤良,吴贤良,张峰,29702.3415,20030114,江苏,苏州市
002426.SZ,高玉根,高玉根,程晔,344151.7719,20031205,江苏,苏州市
300331.SZ,陈林森,朱志坚,姚维品,22604.8841,20011025,江苏,苏州市
002545.SZ,韩方如,韩真如,何良军,124406.2083,19960801,山东,青岛市
300110.SZ,杨效东,杨效东,吴聪,118221.2982,19980520,山东,青岛市
002498.SZ,张立刚,张林军,王正庄,332679.6,19891108,山东,青岛市
300329.SZ,陈海伦,陈朝峰,石定靖,25355.988,20010615,浙江,宁波市
300659.SZ,魏东晓,魏东晓,孙强,22668.9141,20020312,山东,济南市
002805.SZ,赵光辉,邓燕,刘飞,14537.07,20000823,山东,枣庄市
300321.SZ,孙俊成,徐旭日,于洪亮,8880,20020319,山东,潍坊市
002580.SZ,张玉才,宫国伟,张耀,45386.8993,19980820,山东,济宁市
002324.SZ,周文,周文,储民宏,84505.1931,19991028,上海,上海市
002568.SZ,刘晓东,刘晓东,耿涛,53585.2426,19970619,上海,上海市
002506.SZ,张坤,张坤,马君健,585550.2667,20030626,上海,上海市
002336.SZ,何浩,邹军平,蔡慧明,44000,19960401,广东,深圳市
002661.SZ,陈宏,陈宏,陈燕,33476.045,19970616,湖南,益阳市
002644.SZ,石爱国,尚寿鹏,李宝军,51065.7,20000628,甘肃,兰州市
300379.SZ,黄永军,黄永军,徐少璞,28374.9108,19970811,北京,北京市
002638.SZ,梁金成,梁金成,马锐,150615.6686,19941107,广东,东莞市
300372.SZ,刘桂文,刘桂文,张雅莉,17155.7218,19990323,辽宁,丹东市
002476.SZ,吴锋,吴锋,张世鹏,61200,19960503,山东,东营市
300099.SZ,黄自伟,黄自伟,曹洪伟,66733.5255,19981029,山东,泰安市
002376.SZ,丛强滋,宋森,荣波,66572.1421,20021206,山东,威海市
002526.SZ,赵华涛,杨成三,张星春,178279.3836,19991203,山东,潍坊市
300479.SZ,王继春,井焜,李宏宇,16955.5237,20041227,山东,济南市
300226.SZ,朱军红,高波,李勇胜,19093.062,20000430,上海,上海市
002588.SZ,高文班,高进华,胡照顺,115688.4,19980715,山东,临沂市
002366.SZ,王雪欣,孙录友,马明,86705.735,19971118,四川,眉山市
002910.SZ,马红富,马红富,张骞予,23368.06,20000425,甘肃,兰州市
002425.SZ,郑合明,何啸威,彭玲,95666.5066,19941229,广东,汕头市
002928.SZ,胡晓军,李志良,俸杰,101356.7644,20060418,贵州,贵阳市
002449.SZ,王广军,,刘艾璨子,61847.7169,19810831,广东,佛山市
300472.SZ,朱业胜,朱业胜,秦璐,26662.1121,20030924,江西,抚州市
002819.SZ,王戈,郑大伟,常虹,15946.3156,20000810,北京,北京市
002310.SZ,刘伟杰,刘伟杰,陈莹,268546.2004,19920702,北京,北京市
002921.SZ,郭元强,郭元强,宋志强,8160,19980505,山东,济宁市
002595.SZ,张恭运,单既强,李静,80000,19950331,山东,潍坊市
300185.SZ,欧辉生,司勇,黄一桓,389678.3221,20020525,山东,德州市
300203.SZ,丁建萍,孙越,田昆仑,45251.74,20020104,浙江,杭州市
300169.SZ,吴海宙,辛艳文,韩庆军,32598.434,19980727,江苏,常州市
002193.SZ,邱亚夫,杜元姝,徐长瑞,26171.555,19931228,山东,济宁市
002254.SZ,宋西全,迟海平,董旭海,68439.4502,19930520,山东,烟台市
002160.SZ,张平,朱明,王庆营,79558.1976,20021227,江苏,苏州市
002391.SZ,于国权,孙霞林,马长庆,66031.6481,20010104,江苏,扬州市
002125.SZ,谭新乔,张迎春,贺娟,62948.1713,20000930,湖南,湘潭市
002121.SZ,饶陆华,刘标,黄幼平,140834.9147,19960812,广东,深圳市
002126.SZ,徐小敏,夏军,陈敏,79209.5104,19990310,浙江,台州市
002122.SZ,武剑飞,武剑飞,武宁,120173.65,20021118,浙江,杭州市
002697.SZ,曹世如,曹世如,曹曾俊,136000,20000622,四川,成都市
300028.SZ,熊建新,熊建新,熊建新,34398,19991118,四川,成都市
300127.SZ,戴炎,吴志坚,朱魁文,32314.636,20010323,四川,成都市
300862.SZ,袁永刚,钱江,张海燕,13186.993,20011228,安徽,铜陵市
002423.SZ,孙彦敏,孙彦敏,姜正华,230410.5575,20041229,河南,济源市
002210.SZ,赵力宾,赵力宾,赵力宾,266123.2774,19980709,广东,深圳市
002161.SZ,陈光珠,陈光珠,马琳,73975.74,19991221,广东,深圳市
002249.SZ,鲁楚平,徐海明,刘博,236553.0164,20001023,广东,中山市
002256.SZ,蔡继中,蔡继中,刘公直,188241.1872,19951220,广东,深圳市
002129.SZ,沈浩平,沈浩平,秦世龙,303292.6542,19881221,天津,天津市
002143.SZ,吴冰,吴冰,吴冰,176983.4184,20030822,四川,遂宁市
002443.SZ,孙进峰,沈淦荣,蔡超,52053.552,20020731,浙江,湖州市
002743.SZ,曹靖,曹靖,叶青,43526.8478,20041216,安徽,合肥市
300138.SZ,卢庆国,卢庆国,周静,56308.0506,20000412,河北,邯郸市
300408.SZ,李钢,刘杰鹏,徐瑞英,181690.5952,19921210,广东,潮州市
300021.SZ,王浩宇,谢永生,陈静,79736.0687,20050119,甘肃,酒泉市
300024.SZ,曲道奎,曲道奎,赵立国,156023.9617,20000430,辽宁,沈阳市
002281.SZ,余少华,胡广文,毛浩,69785.1918,20010122,湖北,武汉市
002224.SZ,吴琼瑛,吴琼瑛,何磊,72957.0056,20021111,浙江,绍兴市
002219.SZ,王伟,吕东明,曹维,186523.643,20010930,甘肃,陇南市
002127.SZ,张玉祥,张玉祥,张玉祥,245487.0403,19990712,江苏,苏州市
002131.SZ,王相荣,王相荣,周利明,675480.4205,20010521,浙江,台州市
002132.SZ,谢晓博,谢晓龙,张召平,125649.8403,19950712,河南,郑州市
002371.SZ,赵晋荣,陶海虹,王晓宁,49644.5844,20010928,北京,北京市
002463.SZ,吴礼淦,吴传彬,李明贵,172438.1768,19920414,江苏,苏州市
002417.SZ,周世平,周海燕,骆丹丹,27000,20041009,广东,深圳市
300468.SZ,周志群,李琳,李琳,28329.9055,20031121,广东,深圳市
300690.SZ,王庆华,姚建美,马骏,11092.8979,20000306,山东,德州市
300652.SZ,沈仁荣,沈仁荣,陆莎莎,9407.8726,20021120,浙江,杭州市
002202.SZ,武钢,曹志刚,马金儒,422506.7647,20010326,新疆,乌鲁木齐市
002162.SZ,李慈雄,李慈雄,程梅,85377.5,19930608,上海,上海市
002270.SZ,肖毅,肖毅,夏海晶,75923.913,20020819,山东,济南市
002446.SZ,杨华,杨华,陈嘉,90877.5449,19981223,广东,佛山市
002135.SZ,徐春祥,徐春祥,蒋建华,103440.22,20011229,浙江,杭州市
002134.SZ,秦克景,邵光洁,秦克景,24584.9768,19880427,天津,天津市
002138.SZ,袁金钰,施红阳,徐祖华,80631.8354,20000908,广东,深圳市
002248.SZ,连小明,王海波,李晓萌,30749.56,20020304,山东,威海市
002137.SZ,陈亚妹,乔昕,朱蕾,57750.4854,19980605,广东,深圳市
002509.SZ,张充,张充,张充,249249.2696,20021213,福建,泉州市
002474.SZ,鲁峰,鲁峰,万孝雄,62220,19931022,福建,福州市
300373.SZ,梁勤,王文信,梁瑶,51240.0109,20060802,江苏,扬州市
002269.SZ,胡佳佳,胡佳佳,张利,251250,20001206,上海,上海市
002169.SZ,陈谨,陈谨,曹承锋,78779.1994,19990409,广东,广州市
002163.SZ,朱强华,刘宝,周军,80355,19950622,广东,深圳市
002255.SZ,徐元生,徐元生,张郭一,84227.1055,20000118,江苏,苏州市
002174.SZ,许芬芬,陈芳,许彬,91582.3287,19950922,福建,泉州市
002152.SZ,黄跃珍,陈建良,钟勇,240899.3951,19990708,广东,广州市
002150.SZ,柳振江,柳振江,蔡岚,35651.7053,20021028,江苏,苏州市
002133.SZ,王轶磊,江利雄,华欣,77414.4175,20001204,浙江,杭州市
002136.SZ,姚程,董泽友,王先龙,21502,19940311,安徽,铜陵市
300598.SZ,王继平,刘冰冰,王锟,10554.0828,20060901,江苏,南京市
003029.SZ,于逢良,王连彬,张凤阁,18040,19990212,吉林,长春市
002386.SZ,罗云,廖周荣,何波,78085.7017,19940101,四川,宜宾市
300370.SZ,许永良,张磊,许永良,95714.6344,19980917,北京,北京市
300213.SZ,林菁,林菁,郑文,59619.3648,19950126,北京,北京市
002164.SZ,宋济隆,宋和涛,许行,53217.3689,19980608,浙江,宁波市
002253.SZ,游志胜,张自力,吴俊杰,22562.6095,19940604,四川,成都市
002246.SZ,邓维平,邓维平,商红,54903.4794,20020823,四川,泸州市
002234.SZ,孙希民,孙宪法,张东明,30204.6632,19970526,山东,烟台市
002195.SZ,陈于冰,陈于冰,邱俊祺,572484.7663,19890407,上海,上海市
002128.SZ,刘建平,陈建国,温泉,192157.3493,20011218,内蒙古,通辽市
002130.SZ,周文河,王宏晖,邱微,125892.7062,19980619,广东,深圳市
002250.SZ,王萍,王萍,陈飞彪,92324.6256,19980914,浙江,台州市
002113.SZ,江峰,曾飞,梁萍,151054.7023,19890402,湖南,岳阳市
300338.SZ,江勇,赵君,彭民,34118.4492,20000329,湖南,长沙市
300009.SZ,宋礼华,宋礼华,李坤,136538.7965,20000928,安徽,合肥市
002361.SZ,刘志坚,刘志坚,吴昌国,83757.4116,20020418,安徽,芜湖市
002763.SZ,吕兴平,吕兴平,王静,41128.5,20070829,广东,深圳市
300583.SZ,米奇,米奇,李璐,10725.2567,20100119,山东,菏泽市
002397.SZ,姜天武,黄惠华,李军,75826.1443,19810409,湖南,长沙市
002194.SZ,杨红,夏勇,彭娜,67633.9106,19891020,湖北,武汉市
002272.SZ,罗永忠,罗永忠,李想,42999.8,19970912,四川,自贡市
002170.SZ,黄培钊,黄培钊,郑宇,88686.2627,19890721,广东,深圳市
300448.SZ,雷洪文,雷洪文,陈翩,69249.5699,20010308,广东,广州市
300825.SZ,宣奇武,张立强,林玲,30565.8743,20070523,北京,北京市
300068.SZ,王海光,朱保义,曲艺,86054.7404,19971208,浙江,杭州市
300111.SZ,曹阳,施华新,李岚,111980,20050321,浙江,绍兴市
002488.SZ,孙锋峰,孙锋峰,倪永华,100191.4821,19960624,浙江,杭州市
003039.SZ,陈海燕,陈海燕,蒋毅,61751.873,19920923,广东,佛山市
002147.SZ,虞江威,虞江威,杨畅生,182807.6415,20030725,安徽,马鞍山市
002267.SZ,刘宏波,陈东生,毕卫,111207.5445,19950120,陕西,西安市
002157.SZ,林峰,林峰,祝建霞,310020.2718,19960926,江西,南昌市
002175.SZ,张群,张群,王宋琪,75377.8212,19890626,广西,桂林市
002275.SZ,邹节明,王许飞,邹洵,59020,19940223,广西,桂林市
002266.SZ,孙毅,潘承东,房振武,536979.5962,20040326,浙江,杭州市
002304.SZ,张联东,钟雨,陆红珍,150698.8,20021227,江苏,宿迁市
002171.SZ,姜纯,姜纯,王刚,133367.9499,20051221,安徽,芜湖市
300034.SZ,艾磊,邵冲,蔡晓宝,46986.1216,20021108,北京,北京市
300231.SZ,詹立雄,詹立雄,林静颖,44210.022,20040531,北京,北京市
002440.SZ,阮静波,徐万福,刘波平,115050,19980514,浙江,绍兴市
002674.SZ,吴华春,孙辉永,吴美莉,29186.2944,19921214,福建,泉州市
300056.SZ,王光辉,徐秀丽,张红亮,38549.0443,20010323,福建,厦门市
002257.SZ,李立本,林必清,陈卫忠,10308,20000621,浙江,宁波市
002218.SZ,陈五奎,杨国强,龚艳平,123634.2104,20020815,广东,深圳市
